,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
521,PitneyBowesDutyCalculatorAPI," This API enables a merchant to charge accurate import duty & taxes at checkout while offering a total landed cost to their international customers. It allows merchants to classify their product catalog and create required documentation like commercial invoices and packing lists. This includes 10 digit HS codes of country of destination. Pitney Bowes is a global technology company offering products and solutions that enable commerce in the areas of customer information management, location intelligence, customer engagement and more.",Taxes,5,RESTv2.1," Taxes, International, Invoicing, Shipping", 1,0,0,0, 0, 3, 2
522,PitneyBowesGeoCodeAPI," This REST API allows you to convert addresses to location coordinates and vice versa. It provides a way for you to develop and deploy geocode desktop, mobile or Web applications that are capable of delivering location information. It returns latitude & longitude coordinates with the input of an address and vice versa, for over 140 countries and contains the following four methods; Geocode, Reverse GeoCode, Capabilities and Dictionaries. Pitney Bowes is a global technology company offering products and solutions that enable commerce in the areas of customer information management, location intelligence, customer engagement and more.",Location,4,RESTv1.0, Location, 0,0,3,0, 0, 1, 1
523,UnbillAPI," The Unbill API allows developers to receive user-authorized bill data, such as the latest balance and due date information. The API also lets developers make payments on behalf of the user via credit, debit, or ACH. Autopay is provided as well. Unbill supports over 4,000 billers for recurring expenses such as rent, electricity, phone services, loans, and TV.",Financial,6,RESTv2," Financial, Billing, Mobile, Monetization", 0,0,0,0, 0, 0,
524,ChromeSenderAPI," The Chrome Sender API supported by Google, integrates broadcasting into devices. Resources include configuration, receiver, sender, display status, volume, games, metadata, media, pause, photo, and queue.",Video,7,Native/Browser," Video, Audio, Games, Streaming, TV", 0,0,0,0, 0, 3, 2
525,AnonochatAPI," The Anonochat API is a free teleconferencing solution that supports the creation of a temporary call conference room. Conference participants only require a pin and telephone call-in number to gain unrestricted access to the Anonochat platform. The API allows developers to integrate the Anonochat functionality into their applications. The Anonochat API sends requests and returns responses in HTTP format and JSON format, respectively.",Telephony,3,RESTv1.0," Telephony, Teleconferencing, Virtualization", 0,0,0,0, 0, 1,
526,FencerAPI," The Fencer API is a geofence web service for mobile apps, web apps, and IoT. It offers ""geofencing as a service"". Quickly and easily, developers can create and manage geofences for applications or devices. In addition, they can query users' or devices' location relative to a geofence using the REST API.",Data-as-a-Service,18,RESTv1.0," Data-as-a-Service, Geography, Internet, of, Things, Location, Social", 0,0,0,0, 0, 3, 2
527,CS-CartRESTAPI," This API is an open source technology that interacts with the CS-Cart store and is available using PHP/MySQL and Smarty. It will work with Windows and Unix-like operating systems, however, it is recommended to install CS-Cart on Linux or FreeBSD. This shopping cart software can be used either as a stand-alone website or as a part of an existing web site. CS-Cart is a turnkey eCommerce shopping cart software solution.",eCommerce,12,RESTv2.0, eCommerce, 0,0,0,0, 0, 1, 1
528,FitchDataAPI," The Fitch Finance API simplifies access to archived securities data of the U.S. equities market. The digitized data that dates back to 1968 is stored in OHLCV format and summarizes the historical details of market performance of more than 20,000 stocks. The RESTful API is functionally designed to support cross-origin-resource sharing and use HTTP response codes to signal errors. It also sends requests in HTTP format and returns responses in JSON format. The Fitch Finance API is a full release that is well documented and appropriately backed by Java, C, ruby, and python languages.",Financial,13,RESTv1.0," Financial, Analytics, API, Big, Data, Database, History, Stocks", 0,0,0,0, 0, 2, 2
529,DangoAPI," The Dango API allows developers to create emoji predictions through the application of algorithmic techniques on the natural language processing tools that share neural networks. The API is capable of transforming natural text input into custom emoji predictions. Developers can integrate the Dango API in a variety of interpersonal and group communication apps, including social marketing and customer care applications.",NaturalLanguageProcessing,13,REST," Natural, Language, Processing, Algorithms, Automation, Chat, Images, Marketing, Predictions, Semantics, Social", 0,0,0,0, 0, 3, 2
530,NetIQAPI," The NetIQ API integrates identity verification and user authentication into applications. It is available in REST architecture with JSON protocols. NetIQ provides security, identity, and asset management software to enterprises and organizations.",Identity,5,REST," Identity, Accessibility, Authentication, Security", 0,0,0,0, 0, 2, 1
531,NordigenAPI," The Nordigen transaction categorization API categorizes bank account transactions in 200+ categories. It aims to be useful for financial institutions with banking APIs (e.g. Yodlee, Instantor, Kontomatik), because they can retrieve transactions data from clients' credit score and account aggregation for PFM (personal finance management).",Financial,50,VersionRESTRecommendedRESTv2Recommended," Financial, Accounts, Big, Data, Credit, Cards, Data, Mining, Transactions", 0,0,0,0, 0, 3, 2
532,myTomorrowsMedicalTrialsandPatientTreatmentsAPI, The myTomorrows Medical Trials and Patient Treatments API is a read-only service that allows users to discover treatment options and match patients with clinical trials and expanded access programs. This API draws on a database of trials and treatments with content taken from the 16 WHO Primary Partner registries and other public sources.,Healthcare,7,RESTv1.0," Healthcare, Data-as-a-Service, Drugs, Health, Open, Data, Reference, Safety", 0,0,0,0, 0, 3, 2
533,NETELLERAPI," The NETELLER API supports the secure management and processing of online payments. The API’s RESTful orientation facilitates the deployment of resource-based URIs, effectively affording developers to simple implementation. Developers can use the endpoint for its sandbox environment to test the APIs integration prior to switching to its endpoint for live production. The API’s authentication and accessibility requires valid OAUTH2 token that must be supplied with each request. Its access token is obtainable from the NETELLER OAUTH2 endpoint. The proprietary API is a full release that is accompanies by sufficient documentation.",Financial,17,RESTv1," Financial, eCommerce, Merchants, Payments, Sales", 0,0,0,0, 0, 1, 1
